1,"eplusout.eso"

"Date/Time","[1] Site Diffuse Solar Radiation Rate per Area  (W/m2)","[1] Site Direct Solar Radiation Rate per Area  (W/m2)","[1] Site Outdoor Air Drybulb Temperature  (C)","[1] Surface Inside Face Temperature  (C)","[1] Surface Outside Face Temperature  (C)"
,"Environment","Environment","Environment","BLOCK1:ZONE1_WALL_3_0_0","BLOCK1:ZONE1_WALL_3_0_0"
"Year 1 Aug 10 00:00","0","0","27.475","32.6678658096303","28.8466188532481"
"Year 1 Aug 10 01:00","0","0","27.025","32.3888647220526","28.375703261851"
"Year 1 Aug 10 02:00","0","0","26.6","32.1141167237861","27.8907549651503"
"Year 1 Aug 10 03:00","0","0","26.125","31.8448013855655","27.4059481442192"
"Year 1 Aug 10 04:00","0","0","26","31.578343260675","27.0902600366921"
"Year 1 Aug 10 05:00","0","0","26","31.3158562585205","26.8666570272281"
"Year 1 Aug 10 06:00","0","0","26","31.0668745425218","26.6637919613181"
"Year 1 Aug 10 07:00","35.5","15.75","26.3","30.8339007582157","27.3180944255169"
"Year 1 Aug 10 08:00","133.25","87.5","26.7","30.6310466924778","29.4457262084738"
"Year 1 Aug 10 09:00","246.25","173","27.1","30.5050197086589","31.651798792385"
"Year 1 Aug 10 10:00","347","237.75","27.95","30.5012269133311","34.0241483793282"
"Year 1 Aug 10 11:00","375.5","335.25","28.95","30.6339005312899","36.0556851657358"
"Year 1 Aug 10 12:00","409.5","350","29.95","30.8934943164915","37.7048258791453"
"Year 1 Aug 10 13:00","448.25","268","30.425","31.2563468115108","38.6872486221964"
"Year 1 Aug 10 14:00","450.75","169","30.65","31.6784177016544","39.6423384559947"
"Year 1 Aug 10 15:00","407.5","86.25","30.925","32.1178695518432","39.8960012449202"
"Year 1 Aug 10 16:00","344","48.5","30.85","32.5530361545323","39.1403368945711"
"Year 1 Aug 10 17:00","234","28.25","30.65","32.9383204168924","37.4647721680989"
"Year 1 Aug 10 18:00","112.75","12.75","30.45","33.229553206096","35.2616366270764"
"Year 1 Aug 10 19:00","28","0","29.725","33.3892656242704","32.9445937865832"
"Year 1 Aug 10 20:00","0","0","28.9","33.3974063776973","31.3797168974301"
"Year 1 Aug 10 21:00","0","0","28.025","33.2728843338789","30.3507074523667"
"Year 1 Aug 10 22:00","0","0","27.65","33.0596105325595","29.6702467388028"
"Year 1 Aug 10 23:00","0","0","27.45","32.8011018043716","29.1852703395185"
"Year 1 Aug 11 00:00","0","0","27.25","32.5269493818132","28.7823387170334"
"Year 1 Aug 11 01:00","0","0","27.125","32.2540997316733","28.4831117555137"
"Year 1 Aug 11 02:00","0","0","27.1","31.9911583993446","28.2508516065899"
"Year 1 Aug 11 03:00","0","0","27.025","31.742928466055","28.0623815457655"
"Year 1 Aug 11 04:00","0","0","26.85","31.5099628097268","27.8280213894209"
"Year 1 Aug 11 05:00","0","0","26.65","31.2907160065278","27.6052876432672"
"Year 1 Aug 11 06:00","0","0","26.45","31.087290759859","27.377574429173"
"Year 1 Aug 11 07:00","29.75","0","26.7","30.8951058920536","27.8314412725237"
"Year 1 Aug 11 08:00","117","10.75","27.175","30.7250986923809","29.5831721647225"
"Year 1 Aug 11 09:00","221.25","47.25","27.6","30.6159757715049","31.9376648532435"
"Year 1 Aug 11 10:00","333.75","61.5","28","30.6146991221352","34.4524207833969"
"Year 1 Aug 11 11:00","415.5","76.25","28.475","30.7482512109153","36.6836827961807"
"Year 1 Aug 11 12:00","444.75","107.5","28.9","31.0167604798515","37.9447656783289"
"Year 1 Aug 11 13:00","462.75","109","29.525","31.3887444027376","38.977489820729"
"Year 1 Aug 11 14:00","455.25","96.75","30.15","31.8064000696832","39.8757285323376"
"Year 1 Aug 11 15:00","425.5","104","30.825","32.2438352771011","40.4066254194152"
"Year 1 Aug 11 16:00","334.5","221.5","31.525","32.6849353914338","40.0159689572638"
"Year 1 Aug 11 17:00","272.75","174","32.15","33.092146229424","39.2113079814224"
"Year 1 Aug 11 18:00","135.5","121.5","32.825","33.4346018397571","37.5478999592428"
"Year 1 Aug 11 19:00","37.75","0","32.175","33.6807684317112","34.6835345994786"
"Year 1 Aug 11 20:00","0","0","31","33.7816116645874","32.7577020226589"
"Year 1 Aug 11 21:00","0","0","29.875","33.7307682644135","31.525655509637"
"Year 1 Aug 11 22:00","0","0","30.425","33.5672041072705","31.2576439489847"
"Year 1 Aug 11 23:00","0","0","31.6","33.3573066380647","31.5256405659699"
"Year 1 Aug 12 00:00","0","0","32.725","33.1511652196753","31.9193282383278"
"Year 1 Aug 12 01:00","0","0","31.425","32.9774307860936","31.4092179588185"
"Year 1 Aug 12 02:00","0","0","29.25","32.8200165116258","30.2646015431732"
"Year 1 Aug 12 03:00","0","0","27.125","32.6507535285383","28.9327279196433"
"Year 1 Aug 12 04:00","0","0","26.45","32.4454694874151","28.1760264962086"
"Year 1 Aug 12 05:00","0","0","26.25","32.2032548498548","27.7220946957014"
"Year 1 Aug 12 06:00","0","0","26.05","31.9385757199226","27.331931405036"
"Year 1 Aug 12 07:00","35.25","18.25","26.225","31.6681706551466","27.9075660427164"
"Year 1 Aug 12 08:00","134","91.25","26.6","31.4176646192623","30.0697525521893"
"Year 1 Aug 12 09:00","250.75","161.5","26.925","31.2489268065614","32.3125474914513"
"Year 1 Aug 12 10:00","347","236.75","27.75","31.2094861504494","34.7105273167532"
"Year 1 Aug 12 11:00","375.75","334","28.75","31.3150595130918","36.6687028057056"
"Year 1 Aug 12 12:00","392","393.75","29.75","31.5541361121676","38.1614253727978"
"Year 1 Aug 12 13:00","362.5","490","30.6","31.8986248075515","39.4022977309371"
"Year 1 Aug 12 14:00","330.25","540.25","31.4","32.2979659780015","40.7579293062785"
"Year 1 Aug 12 15:00","286.75","560.25","32.2","32.7391157069588","41.7817811350878"
"Year 1 Aug 12 16:00","211.5","569.25","32.175","33.2045195648254","41.2028375320926"
"Year 1 Aug 12 17:00","184.5","416.5","31.95","33.6441967204431","40.2349041088499"
"Year 1 Aug 12 18:00","127.25","176.25","31.675","34.0137619259956","38.7313651184152"
"Year 1 Aug 12 19:00","37.75","0","30.25","34.2792808261813","35.2424822491959"
"Year 1 Aug 12 20:00","0","0","28.45","34.3847617306877","32.944399519256"
"Year 1 Aug 12 21:00","0","0","26.65","34.3043858898127","25.9770873252534"
"Year 1 Aug 12 22:00","0","0","26.05","34.0001001971509","27.1263812153928"
"Year 1 Aug 12 23:00","0","0","25.85","33.522976430141","28.5437339304051"
"Year 1 Aug 13 00:00","0","0","25.65","33.0557140627869","25.0792565968616"
"Year 1 Aug 13 01:00","0","0","25.6","32.6093553375925","25.9673552482088"
"Year 1 Aug 13 02:00","0","0","25.525","32.1546290960501","27.1064716512686"
"Year 1 Aug 13 03:00","0","0","25.5","31.7621499467928","27.1447062764438"
"Year 1 Aug 13 04:00","0","0","25.5","31.4562589896311","27.0630550471704"
"Year 1 Aug 13 05:00","0","0","25.425","31.2070349520043","26.929196892184"
"Year 1 Aug 13 06:00","0","0","25.4","30.9910230421737","26.8048589848339"
"Year 1 Aug 13 07:00","16.25","0","25.475","30.7961634770307","27.0088422049947"
"Year 1 Aug 13 08:00","53.5","0","25.5","30.6212428380085","27.7627061703301"
"Year 1 Aug 13 09:00","102.25","7.25","25.575","30.4773168177582","25.585785198079"
"Year 1 Aug 13 10:00","229.25","31","25.825","30.333794746005","28.1869875289808"
"Year 1 Aug 13 11:00","372.75","51.25","26.05","30.1950524108398","33.2549467036088"
"Year 1 Aug 13 12:00","460.5","113","26.325","30.2014667535039","25.2257894564462"
"Year 1 Aug 13 13:00","478","200","27","30.2379314874663","29.6576317520434"
"Year 1 Aug 13 14:00","429","298.25","27.725","30.1936592736963","35.755483025208"
"Year 1 Aug 13 15:00","383.25","336.25","28.5","30.313735206393","37.372331772878"
"Year 1 Aug 13 16:00","288.75","367.5","29.3","30.6434822544659","37.5082533130251"
"Year 1 Aug 13 17:00","210.25","299.5","30.025","31.0751465696151","36.9779980448427"
"Year 1 Aug 13 18:00","130","129","30.8","31.4941795496439","35.8715366306202"
"Year 1 Aug 13 19:00","37","0","30.1","31.8382034078013","33.0167594210172"
"Year 1 Aug 13 20:00","0","0","28.9","32.0387982886645","31.0662916954421"
"Year 1 Aug 13 21:00","0","0","27.7","32.0724922214457","29.8286196825517"
"Year 1 Aug 13 22:00","0","0","27.25","31.9765050477764","29.1589373682557"
"Year 1 Aug 13 23:00","0","0","27.05","31.8033475134931","28.8081826746691"
"Year 1 Aug 14 00:00","0","0","26.85","31.5953986968264","28.5765173378466"
"Year 1 Aug 14 01:00","0","0","26.8","31.3811845510933","28.2777092732549"
"Year 1 Aug 14 02:00","0","0","26.8","31.1734329725188","27.9527013945751"
"Year 1 Aug 14 03:00","0","0","26.8","30.9725225140873","27.6153547783053"
"Year 1 Aug 14 04:00","0","0","26.65","30.7757051156126","27.3492070411946"
"Year 1 Aug 14 05:00","0","0","26.45","30.5816572824593","27.1397557664134"
"Year 1 Aug 14 06:00","0","0","26.25","30.3953276184063","26.9685493538211"
"Year 1 Aug 14 07:00","35.25","23.5","26.575","30.2179865638986","27.8231253959885"
"Year 1 Aug 14 08:00","128","140","27","30.0688533520406","30.4532149388885"
"Year 1 Aug 14 09:00","214.75","305","27.475","30.0058041725389","32.7115767598537"
"Year 1 Aug 14 10:00","286.75","388.75","28.2","30.0755545111656","34.6207557917272"
"Year 1 Aug 14 11:00","356.5","389.75","29","30.274047247268","36.2630320732303"
"Year 1 Aug 14 12:00","408.75","348.5","29.8","30.5785599235621","37.4923845317481"
"Year 1 Aug 14 13:00","448","265.25","30","30.9556685819665","38.0893284358717"
"Year 1 Aug 14 14:00","449.25","167.5","30","31.3560840960348","38.69356373247"
"Year 1 Aug 14 15:00","402.75","88.25","30","31.7564448605205","38.6314462049685"
"Year 1 Aug 14 16:00","335.25","54.5","30","32.1329852275085","37.9695696628204"
"Year 1 Aug 14 17:00","229.25","27.75","30","32.4568209370142","36.6003919999138"
"Year 1 Aug 14 18:00","109.75","11.25","30","32.6987944453102","34.6720595969228"
"Year 1 Aug 14 19:00","28","0","29.625","32.8302044559017","32.6077996151659"
"Year 1 Aug 14 20:00","0","0","29.2","32.8331498581433","31.2589163328537"
"Year 1 Aug 14 21:00","0","0","28.725","32.7235282210994","30.4670323514213"
"Year 1 Aug 14 22:00","0","0","28.225","32.5387913613864","29.7977192475186"
"Year 1 Aug 14 23:00","0","0","27.65","32.3150888793731","29.1695428505338"
"Year 1 Aug 15 00:00","0","0","27.125","32.0711662715194","28.551114755292"
"Year 1 Aug 15 01:00","0","0","26.775","31.8189866998335","28.0704483402267"
"Year 1 Aug 15 02:00","0","0","26.55","31.5637916515794","27.6386302502289"
"Year 1 Aug 15 03:00","0","0","26.275","31.3097326354791","27.2517854483601"
"Year 1 Aug 15 04:00","0","0","26.05","31.0591965097556","26.9963873767568"
"Year 1 Aug 15 05:00","0","0","25.85","30.8139803718106","26.8036154369112"
"Year 1 Aug 15 06:00","0","0","25.65","30.5825356565708","26.644939566985"
"Year 1 Aug 15 07:00","35.25","25.75","25.975","30.3677993820613","27.4222902955245"
"Year 1 Aug 15 08:00","124","169.25","26.55","30.186304950265","30.0830894343306"
"Year 1 Aug 15 09:00","184.25","420.75","27.075","30.0942405100965","32.3746623640143"
"Year 1 Aug 15 10:00","206.5","589.5","27.875","30.1397660541618","34.3721841300909"
"Year 1 Aug 15 11:00","258.75","612","28.7","30.3190235932866","36.282474991375"
"Year 1 Aug 15 12:00","311.25","583.5","29.575","30.6130372614297","37.8027515452449"
"Year 1 Aug 15 13:00","333","579.5","30.475","30.9992408964102","39.08456352989"
"Year 1 Aug 15 14:00","320","572.75","31.3","31.4354430234445","39.9688535136815"
"Year 1 Aug 15 15:00","292.75","540.75","32.175","31.9010652106384","40.4221041536464"
"Year 1 Aug 15 16:00","240.75","482.5","32.55","32.3622297056192","40.1595416530915"
"Year 1 Aug 15 17:00","205.25","321.75","32.75","32.7871853176214","39.6118483149553"
"Year 1 Aug 15 18:00","128","126","32.95","33.1513556686265","38.4659010057809"
"Year 1 Aug 15 19:00","35.5","0","32.1","33.433176667956","35.3668975131516"
"Year 1 Aug 15 20:00","0","0","30.9","33.5804960853246","33.0893471535664"
"Year 1 Aug 15 21:00","0","0","29.7","33.5674340161059","31.5775351961808"
"Year 1 Aug 15 22:00","0","0","29.025","33.420538678794","30.6696269853202"
"Year 1 Aug 15 23:00","0","0","28.6","33.1915350440867","30.0377853781707"
"Year 1 Aug 16 00:00","0","0","28.125","32.9246732226757","29.4666886892516"
"Year 1 Aug 16 01:00","0","0","27.775","32.6445013466635","29.0506562889895"
"Year 1 Aug 16 02:00","0","0","27.55","32.366519714773","28.7734481143769"
"Year 1 Aug 16 03:00","0","0","27.275","32.1006276365298","28.5838058662886"
"Year 1 Aug 16 04:00","0","0","26.9","31.8509379813156","28.2426938185611"
"Year 1 Aug 16 05:00","0","0","26.5","31.6165485146829","27.8168964865896"
"Year 1 Aug 16 06:00","0","0","26.1","31.3904666596783","27.3501404447632"
"Year 1 Aug 16 07:00","30.5","5.5","26.45","31.1661253000933","27.7555422604745"
"Year 1 Aug 16 08:00","119.25","21.5","27.05","30.9606365685699","29.5020292070643"
"Year 1 Aug 16 09:00","227.5","29.75","27.65","30.817492663321","31.5422898199712"
"Year 1 Aug 16 10:00","331.75","60.75","28.25","30.7813154789216","33.8346190880529"
"Year 1 Aug 16 11:00","413.75","76.5","28.85","30.8727765768616","36.0483703436569"
"Year 1 Aug 16 12:00","447.25","145","29.45","31.0941078313679","37.6414217361095"
"Year 1 Aug 16 13:00","452","306.75","30.425","31.4263018771197","39.4248400130263"
"Year 1 Aug 16 14:00","361.5","476.25","31.45","31.8373007527184","40.7215037574614"
"Year 1 Aug 16 15:00","305.25","524.75","32.525","32.304935395862","41.9186760890347"
"Year 1 Aug 16 16:00","242.25","478.5","32.875","32.8032401744512","41.4910280550569"
"Year 1 Aug 16 17:00","205","318","33.05","33.2829855000386","40.5788027688082"
"Year 1 Aug 16 18:00","125.5","123.75","33.175","33.6963650838504","38.9095208937993"
"Year 1 Aug 16 19:00","30","0","32.225","34.0027759550803","35.6253827904576"
"Year 1 Aug 16 20:00","0","0","31","34.1486145964954","33.5469114448146"
"Year 1 Aug 16 21:00","0","0","29.725","34.1233209679963","32.0956949647291"
"Year 1 Aug 16 22:00","0","0","29.175","33.9658001038522","31.1933681985063"
"Year 1 Aug 16 23:00","0","0","28.8","33.7317632412292","30.569704517455"
"Year 1 Aug 17 00:00","0","0","28.475","33.4621889317331","30.059171904668"
"Year 1 Aug 17 01:00","0","0","28.175","33.1822880872648","29.6571800092418"
"Year 1 Aug 17 02:00","0","0","27.8","32.906598520963","29.3045565282985"
"Year 1 Aug 17 03:00","0","0","27.475","32.6418629488177","29.0275183220648"
"Year 1 Aug 17 04:00","0","0","27.325","32.3906948655681","28.7272182693154"
"Year 1 Aug 17 05:00","0","0","27.15","32.1536825487798","28.3960073268652"
"Year 1 Aug 17 06:00","0","0","27.025","31.9267347557579","28.0718562800228"
"Year 1 Aug 17 07:00","29","5.25","27.075","31.7071505245907","28.4079850942159"
"Year 1 Aug 17 08:00","122.25","55.25","27.25","31.5085342288734","30.3010804912811"
"Year 1 Aug 17 09:00","234.25","195","27.375","31.3721142819589","32.8438023854393"
"Year 1 Aug 17 10:00","300.75","347","28.225","31.3546568535714","35.3671567161232"
"Year 1 Aug 17 11:00","312","492.25","29.25","31.4847807390594","37.4323232194534"
"Year 1 Aug 17 12:00","333.75","536.25","30.325","31.7534887759481","39.1107777062388"
"Year 1 Aug 17 13:00","396.25","413.75","30","32.1292039199065","39.7484627484907"
"Year 1 Aug 17 14:00","455.5","212.25","29.2","32.5432556685451","39.8456755225228"
"Year 1 Aug 17 15:00","402.75","84.5","28.4","32.9517084478572","38.9479396499728"
"Year 1 Aug 17 16:00","339","45.25","29.25","33.3096534957806","38.2530744052756"
"Year 1 Aug 17 17:00","226","26.5","30.65","33.6022868904318","37.2576056557282"
"Year 1 Aug 17 18:00","105.25","9.75","32.05","33.8163409663084","35.8427565533924"
"Year 1 Aug 17 19:00","23.25","0","31.725","33.9366816033515","33.9399958749456"
"Year 1 Aug 17 20:00","0","0","30.9","33.9445324673935","32.5735257599813"
"Year 1 Aug 17 21:00","0","0","30.025","33.8503390699356","31.5885108019269"
"Year 1 Aug 17 22:00","0","0","29.275","33.6786922425097","30.8198220757611"
"Year 1 Aug 17 23:00","0","0","28.5","33.4600019686862","30.1729441821843"
"Year 1 Aug 18 00:00","0","0","27.775","33.2148154969354","29.5858820080859"
"Year 1 Aug 18 01:00","0","0","27.675","32.9591338625674","29.2553783787455"
"Year 1 Aug 18 02:00","0","0","27.7","32.7048816344735","29.0193118160324"
"Year 1 Aug 18 03:00","0","0","27.775","32.4595408051893","28.8641893646118"
"Year 1 Aug 18 04:00","0","0","27.5","32.2286511775205","28.5387615945954"
"Year 1 Aug 18 05:00","0","0","27.1","32.0091150527372","28.1373928248639"
"Year 1 Aug 18 06:00","0","0","26.7","31.7978422920569","27.6956597926936"
"Year 1 Aug 18 07:00","34.25","24.25","26.975","31.5894575211431","28.3091643307177"
"Year 1 Aug 18 08:00","124.25","157.5","27.4","31.3993567041854","30.7215469355676"
"Year 1 Aug 18 09:00","195.5","377.5","27.875","31.2846798120539","32.9953609334499"
"Year 1 Aug 18 10:00","243","493.75","28.825","31.2989168728746","35.2054467378462"
"Year 1 Aug 18 11:00","320","461.25","29.85","31.4499631520671","37.3600021709084"
"Year 1 Aug 18 12:00","412.5","359.75","30.925","31.7274418685218","39.3894216854328"
"Year 1 Aug 18 13:00","424.25","369.75","31.65","32.1165841678356","40.6417316885486"
"Year 1 Aug 18 14:00","406","365.5","32.25","32.5748139859725","41.4709585659291"
"Year 1 Aug 18 15:00","378","327.75","32.85","33.0627373029032","41.8742472941359"
"Year 1 Aug 18 16:00","316.75","268.5","32.85","33.5420058261713","41.2837428529203"
"Year 1 Aug 18 17:00","245.5","153","32.65","33.9731333215909","39.9900962828412"
"Year 1 Aug 18 18:00","122","67.5","32.45","34.3186450810006","37.8701462990589"
"Year 1 Aug 18 19:00","26.25","0","31.8","34.5416244870198","35.0601939362571"
"Year 1 Aug 18 20:00","0","0","31","34.6079184079439","33.3722446037882"
"Year 1 Aug 18 21:00","0","0","30.2","34.5255760352565","32.279307977111"
"Year 1 Aug 18 22:00","0","0","29.325","34.3395449200122","31.4091724170025"
"Year 1 Aug 18 23:00","0","0","28.5","34.093546613891","30.6541713618181"
"Year 1 Aug 19 00:00","0","0","27.625","33.8123896724313","25.9406526828154"
"Year 1 Aug 19 01:00","0","0","27.325","33.4505299495993","26.9022568317485"
"Year 1 Aug 19 02:00","0","0","27.15","33.0121780238787","28.2658522486716"
"Year 1 Aug 19 03:00","0","0","27.025","32.6116308900819","24.9518908378899"
"Year 1 Aug 19 04:00","0","0","26.85","32.2313380909878","25.8586000975101"
"Year 1 Aug 19 05:00","0","0","26.65","31.8435216889409","27.0653033788613"
"Year 1 Aug 19 06:00","0","0","26.45","31.5191459967348","27.0390538374008"
"Year 1 Aug 19 07:00","23.5","0","26.625","31.2678118106437","27.4548432272142"
"Year 1 Aug 19 08:00","103.5","11.5","26.85","31.0708555551917","28.9435458312664"
"Year 1 Aug 19 09:00","216.25","49.25","27.125","30.9397584890793","31.2281786024392"
"Year 1 Aug 19 10:00","331.75","60.75","27.725","30.9118163793308","33.7167046124282"
"Year 1 Aug 19 11:00","413.5","76.5","28.5","31.0153080001854","35.9772795737448"
"Year 1 Aug 19 12:00","444","129.25","29.225","31.2513833018595","37.5559173273257"
"Year 1 Aug 19 13:00","459.25","217.25","30.15","31.5950787464033","38.8940108256273"
"Year 1 Aug 19 14:00","423.25","300.75","31.15","32.0154794604455","39.6622584168777"
"Year 1 Aug 19 15:00","378","323.75","32.15","32.4631112635533","40.1704772680398"
"Year 1 Aug 19 16:00","316.5","265.25","32.7","32.9110415583833","40.1051107888697"
"Year 1 Aug 19 17:00","244.5","151.75","33.1","33.3266532645017","39.5270336351016"
"Year 1 Aug 19 18:00","122","66","33.2","33.6845926020804","37.7656165493523"
"Year 1 Aug 19 19:00","28.5","0","32.675","33.9492280974678","35.1349988549941"
"Year 1 Aug 19 20:00","0","0","31.975","34.074474193836","33.4901720569614"
"Year 1 Aug 19 21:00","0","0","31.2","34.0559915514707","32.4481695880289"
"Year 1 Aug 19 22:00","0","0","30.475","33.9315765071206","31.6320807426089"
"Year 1 Aug 19 23:00","0","0","29.85","33.7424790175163","30.9567265344434"
